NAME                                   READY   STATUS                       RESTARTS   AGE     IP             NODE     NOMINATED NODE   READINESS GATES
pod/theta-dns-health-29367300-dqqcf    0/1     CreateContainerConfigError   0          4h21m   10.244.0.195   sage     <none>           <none>
pod/theta-dns-health-29367305-kwnc9    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367310-btktl    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367315-jxb25    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367320-zmx79    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367325-qbddk    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367330-lzwxw    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367335-dhm9x    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367340-br9wp    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367345-bflzd    0/1     CreateContainerConfigError   0          4h21m   10.244.0.87    sage     <none>           <none>
pod/theta-dns-health-29367350-85jkm    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367355-9lmmm    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367360-p8js9    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367365-6hddf    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367370-kk4sx    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367375-hhwfs    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367380-6f26v    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367385-mdbqq    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367390-g5ckb    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367395-k2s4q    0/1     CreateContainerConfigError   0          4h21m   10.244.0.151   sage     <none>           <none>
pod/theta-dns-health-29367400-mhq46    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367405-8czws    0/1     CreateContainerConfigError   0          4h21m   10.244.0.114   sage     <none>           <none>
pod/theta-dns-health-29367410-wfrnm    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367415-j95rd    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367420-wpq5j    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367425-6v6bx    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367430-k7b4j    0/1     Pending                      0          4m40s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367435-rfhjb    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367440-x6hvf    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367445-4gnsl    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367450-6dmsq    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367455-hcjjf    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367460-5dm7b    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367465-t4zvv    0/1     Pending                      0          4m37s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367470-6pwxz    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367475-flbkp    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367480-9zprr    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367485-ktp5q    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367490-45cr6    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367495-lfhv8    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367500-89r9k    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367505-49q6j    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367510-wj75k    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367515-dq6gg    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367520-5vv96    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367525-lw8dw    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367530-mjbzw    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367535-cp7ls    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367540-fnp82    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367545-59x78    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367550-772kx    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367555-42kb2    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367560-2xflg    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367565-trw6p    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
